InspectionID,VendorType,ViolationType,FineImposed,Date,Risk_level
INSP03854,Retail,Poor Hygiene,6380,2025-03-02,Medium Risk
INSP03855,Retail,Poor Hygiene,554,2024-05-31,Medium Risk
INSP03856,Street Vendor,Poor Hygiene,2483,2025-12-25,Medium Risk
INSP03857,Restaurant,No License,5552,2024-08-22,High Risk
INSP03858,Restaurant,Poor Hygiene,3834,2025-12-22,Medium Risk
INSP03859,Retail,Poor Hygiene,9471,2025-06-14,Medium Risk
INSP03860,Street Vendor,No License,7573,2025-05-27,High Risk
INSP03861,Street Vendor,No License,3138,2024-03-08,High Risk
INSP03862,Street Vendor,Expired Product,7583,2025-02-06,High Risk
INSP03863,Retail,Poor Hygiene,6771,2025-04-19,Medium Risk
INSP03864,Retail,No License,1937,2025-09-27,High Risk
INSP03865,Restaurant,No License,9823,2025-03-12,High Risk
INSP03866,Retail,Poor Hygiene,2935,2025-02-24,Medium Risk
INSP03867,Retail,Expired Product,8750,2024-10-08,High Risk
INSP03868,Restaurant,No License,6140,2024-01-08,High Risk
INSP03869,Retail,No License,3838,2024-07-09,High Risk
INSP03870,Restaurant,Poor Hygiene,8052,2025-01-12,Medium Risk
INSP03871,Street Vendor,Poor Hygiene,5272,2024-06-22,Medium Risk
INSP03872,Restaurant,No License,2876,2024-06-11,High Risk
INSP03873,Retail,No License,2572,2024-09-13,High Risk
INSP03874,Restaurant,Expired Product,5001,2024-03-25,High Risk
INSP03875,Restaurant,Expired Product,3696,2024-01-07,High Risk
INSP03876,Retail,No License,5797,2024-12-20,High Risk
INSP03877,Retail,Poor Hygiene,9394,2025-07-09,Medium Risk
INSP03878,Street Vendor,Poor Hygiene,4564,2024-10-03,Medium Risk
INSP03879,Retail,Expired Product,1006,2025-04-28,High Risk
INSP03880,Restaurant,No License,6118,2024-08-02,High Risk
INSP03881,Street Vendor,Expired Product,7647,2024-02-29,High Risk
INSP03882,Street Vendor,No License,7645,2025-07-30,High Risk
INSP03883,Restaurant,No License,6055,2024-07-22,High Risk
INSP03884,Retail,Expired Product,5321,2025-02-24,High Risk
INSP03885,Retail,No License,9657,2025-12-08,High Risk
INSP03886,Retail,Expired Product,2346,2024-01-25,High Risk
INSP03887,Street Vendor,No License,1377,2025-11-26,High Risk
INSP03888,Retail,Poor Hygiene,5862,2024-08-03,Medium Risk
INSP03889,Retail,Expired Product,2003,2024-09-17,High Risk
INSP03890,Retail,No License,7569,2024-06-09,High Risk
INSP03891,Street Vendor,Expired Product,8896,2025-12-08,High Risk
INSP03892,Restaurant,No License,8778,2025-03-26,High Risk
INSP03893,Retail,No License,6198,2024-06-08,High Risk
INSP03894,Street Vendor,Expired Product,9567,2024-04-27,High Risk
INSP03895,Retail,Expired Product,3496,2025-09-02,High Risk
INSP03896,Retail,Expired Product,3159,2024-06-16,High Risk
INSP03897,Restaurant,No License,3283,2025-01-01,High Risk
INSP03898,Restaurant,Expired Product,7197,2024-02-03,High Risk
INSP03899,Restaurant,Expired Product,2199,2024-05-20,High Risk
INSP03900,Street Vendor,Poor Hygiene,9956,2024-08-11,Medium Risk
INSP03901,Retail,Expired Product,5327,2024-04-10,High Risk
INSP03902,Retail,Expired Product,6141,2025-10-28,High Risk
INSP03903,Restaurant,Expired Product,1859,2025-04-20,High Risk
INSP03904,Street Vendor,Poor Hygiene,5220,2025-11-12,Medium Risk
INSP03905,Retail,Expired Product,4799,2025-10-27,High Risk
INSP03906,Retail,No License,7325,2025-06-26,High Risk
INSP03907,Street Vendor,Expired Product,1037,2024-08-10,High Risk
INSP03908,Retail,No License,7764,2024-10-29,High Risk
INSP03909,Retail,Poor Hygiene,6410,2025-09-05,Medium Risk
INSP03910,Retail,Expired Product,9684,2025-01-26,High Risk
INSP03911,Retail,Expired Product,5563,2025-06-05,High Risk
INSP03912,Street Vendor,Expired Product,9541,2024-01-19,High Risk
INSP03913,Street Vendor,Poor Hygiene,8692,2025-07-25,Medium Risk
INSP03914,Street Vendor,Poor Hygiene,7186,2024-11-03,Medium Risk
INSP03915,Street Vendor,Poor Hygiene,2133,2025-03-20,Medium Risk
INSP03916,Retail,Expired Product,7445,2024-11-30,High Risk
INSP03917,Retail,Expired Product,5966,2025-01-05,High Risk
INSP03918,Street Vendor,Expired Product,1281,2025-12-19,High Risk
INSP03919,Retail,Expired Product,4704,2025-12-16,High Risk
INSP03920,Street Vendor,Expired Product,5120,2025-01-30,High Risk
INSP03921,Retail,Expired Product,7409,2025-12-18,High Risk
INSP03922,Restaurant,Expired Product,2180,2024-01-20,High Risk
INSP03923,Retail,Expired Product,4404,2024-01-21,High Risk
INSP03924,Restaurant,Poor Hygiene,4738,2025-06-19,Medium Risk
INSP03925,Restaurant,Poor Hygiene,3267,2025-09-09,Medium Risk
INSP03926,Retail,No License,9914,2025-01-17,High Risk
INSP03927,Street Vendor,Expired Product,5071,2024-12-18,High Risk
INSP03928,Street Vendor,No License,1770,2024-06-01,High Risk
INSP03929,Street Vendor,No License,4027,2024-04-22,High Risk
INSP03930,Street Vendor,Poor Hygiene,3132,2024-05-02,Medium Risk
INSP03931,Street Vendor,Expired Product,7805,2025-05-14,High Risk
INSP03932,Retail,Expired Product,7636,2025-07-09,High Risk
INSP03933,Retail,Poor Hygiene,8487,2025-02-27,Medium Risk
INSP03934,Street Vendor,Expired Product,9633,2024-01-15,High Risk
INSP03935,Retail,Expired Product,2922,2025-04-18,High Risk
INSP03936,Retail,No License,8110,2024-05-27,High Risk
INSP03937,Street Vendor,Expired Product,7224,2024-11-30,High Risk
INSP03938,Street Vendor,Expired Product,4448,2025-01-03,High Risk
INSP03939,Retail,No License,6123,2024-01-28,High Risk
INSP03940,Restaurant,No License,8026,2024-10-17,High Risk
INSP03941,Restaurant,Poor Hygiene,2867,2025-09-22,Medium Risk
INSP03942,Restaurant,Expired Product,7617,2024-01-18,High Risk
INSP03943,Restaurant,Expired Product,5202,2024-12-10,High Risk
INSP03944,Restaurant,Poor Hygiene,2239,2024-11-30,Medium Risk
INSP03945,Retail,No License,1668,2025-04-21,High Risk
INSP03946,Street Vendor,No License,3895,2025-06-03,High Risk
INSP03947,Retail,No License,4424,2024-03-23,High Risk
INSP03948,Street Vendor,No License,6011,2024-12-11,High Risk
INSP03949,Street Vendor,No License,4808,2024-02-11,High Risk
INSP03950,Street Vendor,Expired Product,3422,2025-05-26,High Risk
INSP03951,Street Vendor,No License,6576,2024-09-26,High Risk
INSP03952,Retail,Expired Product,1459,2025-06-14,High Risk
INSP03953,Retail,Poor Hygiene,6757,2025-11-01,Medium Risk
INSP03954,Retail,Expired Product,6622,2024-02-17,High Risk
INSP03955,Retail,Expired Product,9467,2024-03-02,High Risk
INSP03956,Restaurant,Poor Hygiene,5445,2024-08-17,Medium Risk
INSP03957,Restaurant,No License,2551,2024-11-13,High Risk
INSP03958,Street Vendor,Poor Hygiene,6188,2024-05-15,Medium Risk
INSP03959,Retail,Poor Hygiene,7993,2024-11-17,Medium Risk
INSP03960,Restaurant,Expired Product,7666,2025-06-07,High Risk
INSP03961,Street Vendor,Expired Product,5974,2025-05-03,High Risk
INSP03962,Street Vendor,Poor Hygiene,7934,2025-03-01,Medium Risk
INSP03963,Restaurant,No License,5847,2024-06-03,High Risk
INSP03964,Retail,Expired Product,8681,2025-03-27,High Risk
INSP03965,Retail,No License,6337,2025-01-23,High Risk
INSP03966,Restaurant,Poor Hygiene,9637,2025-04-12,Medium Risk
INSP03967,Restaurant,No License,6672,2025-03-08,High Risk
INSP03968,Restaurant,Poor Hygiene,4641,2024-12-14,Medium Risk
INSP03969,Retail,Expired Product,5020,2024-12-08,High Risk
INSP03970,Restaurant,No License,2385,2025-01-05,High Risk
INSP03971,Retail,Poor Hygiene,1443,2024-12-05,Medium Risk
INSP03972,Restaurant,Poor Hygiene,3262,2024-05-01,Medium Risk
INSP03973,Retail,Expired Product,3679,2025-01-22,High Risk
INSP03974,Restaurant,Poor Hygiene,9731,2024-11-17,Medium Risk
INSP03975,Retail,Poor Hygiene,4080,2025-05-27,Medium Risk
INSP03976,Restaurant,Expired Product,4137,2024-08-03,High Risk
INSP03977,Retail,Poor Hygiene,2891,2024-12-10,Medium Risk
INSP03978,Restaurant,Poor Hygiene,5351,2025-01-06,Medium Risk
INSP03979,Retail,No License,1341,2025-09-05,High Risk
INSP03980,Retail,Expired Product,8667,2024-05-02,High Risk
INSP03981,Restaurant,No License,4334,2024-09-18,High Risk
INSP03982,Retail,Expired Product,7333,2024-10-30,High Risk
INSP03983,Street Vendor,Poor Hygiene,4405,2025-05-12,Medium Risk
INSP03984,Street Vendor,Poor Hygiene,8024,2024-06-01,Medium Risk
INSP03985,Restaurant,Expired Product,4277,2025-03-29,High Risk
INSP03986,Restaurant,No License,3395,2024-07-02,High Risk
INSP03987,Restaurant,Poor Hygiene,3849,2024-01-13,Medium Risk
INSP03988,Restaurant,Poor Hygiene,2365,2025-04-08,Medium Risk
INSP03989,Restaurant,Expired Product,8137,2025-10-30,High Risk
INSP03990,Restaurant,No License,7032,2025-05-14,High Risk
INSP03991,Street Vendor,Poor Hygiene,8939,2024-11-18,Medium Risk
INSP03992,Restaurant,No License,6876,2024-03-11,High Risk
INSP03993,Street Vendor,No License,6746,2025-07-15,High Risk
INSP03994,Street Vendor,Poor Hygiene,6725,2025-05-10,Medium Risk
INSP03995,Restaurant,No License,9150,2024-11-11,High Risk
INSP03996,Retail,No License,1585,2025-09-11,High Risk
INSP03997,Retail,No License,4258,2024-04-26,High Risk
INSP03998,Retail,Expired Product,4836,2025-04-06,High Risk
INSP03999,Street Vendor,No License,9275,2024-08-08,High Risk
INSP04000,Restaurant,Poor Hygiene,8477,2024-10-21,Medium Risk
INSP04001,Restaurant,No License,2686,2025-01-22,High Risk
INSP04002,Retail,Expired Product,1296,2025-01-19,High Risk
INSP04003,Street Vendor,No License,2483,2024-01-16,High Risk
INSP04004,Street Vendor,No License,3432,2025-06-27,High Risk
INSP04005,Retail,No License,9740,2024-02-06,High Risk
INSP04006,Street Vendor,Poor Hygiene,2929,2025-04-29,Medium Risk
INSP04007,Street Vendor,Poor Hygiene,3189,2024-06-09,Medium Risk
INSP04008,Retail,Expired Product,1358,2025-10-03,High Risk
INSP04009,Street Vendor,No License,8327,2025-01-25,High Risk
INSP04010,Retail,Poor Hygiene,6327,2024-06-13,Medium Risk
INSP04011,Street Vendor,No License,1436,2025-06-09,High Risk
INSP04012,Retail,Expired Product,2658,2024-05-23,High Risk
INSP04013,Street Vendor,Expired Product,1598,2025-03-29,High Risk
INSP04014,Street Vendor,Poor Hygiene,4667,2024-11-04,Medium Risk
INSP04015,Street Vendor,Poor Hygiene,6784,2025-01-07,Medium Risk
INSP04016,Restaurant,Poor Hygiene,9628,2024-08-18,Medium Risk
INSP04017,Restaurant,Expired Product,1942,2025-12-10,High Risk
INSP04018,Restaurant,No License,7264,2024-10-03,High Risk
INSP04019,Retail,Expired Product,6615,2024-01-24,High Risk
INSP04020,Restaurant,No License,1084,2025-06-02,High Risk
INSP04021,Street Vendor,No License,5228,2024-10-11,High Risk
INSP04022,Retail,Poor Hygiene,9254,2025-10-15,Medium Risk
INSP04023,Restaurant,Expired Product,7673,2024-05-27,High Risk
INSP04024,Retail,Poor Hygiene,845,2025-12-29,Medium Risk
INSP04025,Street Vendor,Expired Product,8384,2025-10-01,High Risk
INSP04026,Restaurant,No License,4726,2024-07-26,High Risk
INSP04027,Retail,No License,9145,2025-08-26,High Risk
INSP04028,Street Vendor,Poor Hygiene,9892,2024-07-16,Medium Risk
INSP04029,Street Vendor,Poor Hygiene,4658,2024-04-17,Medium Risk
INSP04030,Retail,Poor Hygiene,9486,2024-10-03,Medium Risk
INSP04031,Restaurant,No License,5665,2025-08-02,High Risk
INSP04032,Retail,No License,8088,2024-05-28,High Risk
INSP04033,Street Vendor,No License,6328,2025-04-30,High Risk
INSP04034,Street Vendor,Expired Product,8076,2024-01-11,High Risk
INSP04035,Retail,No License,1169,2025-09-11,High Risk
INSP04036,Retail,No License,2050,2025-07-06,High Risk
INSP04037,Street Vendor,No License,2454,2024-09-24,High Risk
INSP04038,Restaurant,Expired Product,557,2024-09-27,High Risk
INSP04039,Restaurant,No License,6414,2025-08-18,High Risk
INSP04040,Street Vendor,Poor Hygiene,8516,2024-07-07,Medium Risk
INSP04041,Restaurant,No License,8976,2025-06-07,High Risk
INSP04042,Street Vendor,Poor Hygiene,1908,2024-06-26,Medium Risk
INSP04043,Restaurant,Expired Product,7998,2024-03-04,High Risk
INSP04044,Street Vendor,Expired Product,3958,2024-04-06,High Risk
INSP04045,Retail,Expired Product,1611,2025-11-27,High Risk
INSP04046,Retail,Expired Product,1827,2025-11-29,High Risk
INSP04047,Retail,Poor Hygiene,9111,2025-12-05,Medium Risk
INSP04048,Restaurant,Expired Product,6222,2025-07-28,High Risk
INSP04049,Street Vendor,No License,2314,2024-10-29,High Risk
INSP04050,Restaurant,Expired Product,1064,2024-10-16,High Risk
INSP04051,Street Vendor,Poor Hygiene,7296,2024-04-23,Medium Risk
INSP04052,Street Vendor,No License,3530,2025-12-20,High Risk
INSP04053,Retail,No License,9825,2024-10-01,High Risk
INSP04054,Retail,No License,6381,2025-09-24,High Risk
INSP04055,Restaurant,Expired Product,4525,2024-02-20,High Risk
INSP04056,Street Vendor,No License,8559,2025-04-21,High Risk
INSP04057,Retail,Expired Product,5262,2024-04-11,High Risk
INSP04058,Restaurant,No License,8556,2025-02-22,High Risk
INSP04059,Restaurant,No License,7414,2024-04-01,High Risk
INSP04060,Retail,Expired Product,7692,2025-01-14,High Risk
INSP04061,Street Vendor,No License,2243,2024-06-06,High Risk
INSP04062,Retail,Expired Product,3260,2024-08-28,High Risk
INSP04063,Retail,Expired Product,1007,2025-09-07,High Risk
INSP04064,Retail,Poor Hygiene,3552,2024-10-10,Medium Risk
INSP04065,Retail,No License,1037,2025-02-03,High Risk
INSP04066,Street Vendor,Poor Hygiene,735,2024-09-24,Medium Risk
INSP04067,Street Vendor,Poor Hygiene,7600,2024-08-26,Medium Risk
INSP04068,Restaurant,No License,4161,2025-10-08,High Risk
INSP04069,Street Vendor,Expired Product,3948,2025-05-23,High Risk
INSP04070,Street Vendor,Expired Product,4263,2024-11-16,High Risk
INSP04071,Retail,No License,6146,2025-02-23,High Risk
INSP04072,Street Vendor,No License,7912,2024-03-18,High Risk
INSP04073,Street Vendor,No License,1378,2024-05-12,High Risk
INSP04074,Retail,Poor Hygiene,8478,2025-05-31,Medium Risk
INSP04075,Retail,No License,7482,2025-11-24,High Risk
INSP04076,Restaurant,No License,8429,2024-04-02,High Risk
INSP04077,Retail,Poor Hygiene,7908,2024-02-17,Medium Risk
INSP04078,Restaurant,Poor Hygiene,4082,2025-09-10,Medium Risk
INSP04079,Street Vendor,No License,3397,2024-01-16,High Risk
INSP04080,Retail,Poor Hygiene,5537,2024-05-19,Medium Risk
INSP04081,Street Vendor,No License,527,2024-01-23,High Risk
INSP04082,Retail,Expired Product,9676,2024-10-31,High Risk
INSP04083,Street Vendor,Expired Product,1688,2024-04-03,High Risk
INSP04084,Retail,Poor Hygiene,6284,2024-06-19,Medium Risk
INSP04085,Street Vendor,No License,5063,2024-05-16,High Risk
INSP04086,Retail,Expired Product,1576,2025-03-12,High Risk
INSP04087,Retail,Expired Product,4910,2024-05-07,High Risk
INSP04088,Retail,No License,4213,2025-06-04,High Risk
INSP04089,Restaurant,Poor Hygiene,1377,2024-05-10,Medium Risk
INSP04090,Retail,Expired Product,8480,2024-08-01,High Risk
INSP04091,Retail,Expired Product,3491,2024-11-10,High Risk
INSP04092,Retail,No License,9665,2025-12-31,High Risk
INSP04093,Retail,Expired Product,1333,2025-10-24,High Risk
INSP04094,Street Vendor,Poor Hygiene,9112,2025-10-02,Medium Risk
INSP04095,Street Vendor,Poor Hygiene,7218,2025-02-14,Medium Risk
INSP04096,Street Vendor,Poor Hygiene,9050,2024-10-18,Medium Risk
INSP04097,Restaurant,Poor Hygiene,5070,2025-06-12,Medium Risk
INSP04098,Restaurant,No License,9900,2024-02-12,High Risk
INSP04099,Retail,Expired Product,6663,2025-07-19,High Risk
INSP04100,Restaurant,Expired Product,3581,2025-12-07,High Risk
INSP04101,Retail,Expired Product,8590,2024-03-25,High Risk
INSP04102,Restaurant,Poor Hygiene,7752,2025-01-13,Medium Risk
INSP04103,Retail,Poor Hygiene,8591,2025-07-15,Medium Risk
INSP04104,Restaurant,Poor Hygiene,7601,2025-04-05,Medium Risk
INSP04105,Street Vendor,No License,2261,2024-05-20,High Risk
INSP04106,Restaurant,Expired Product,2448,2024-06-28,High Risk
INSP04107,Street Vendor,No License,8311,2025-06-03,High Risk
INSP04108,Street Vendor,Expired Product,2542,2024-03-30,High Risk
INSP04109,Restaurant,Expired Product,8055,2025-02-26,High Risk
INSP04110,Street Vendor,Poor Hygiene,3071,2025-03-22,Medium Risk
INSP04111,Restaurant,Poor Hygiene,5057,2025-09-17,Medium Risk
INSP04112,Restaurant,Expired Product,8606,2024-09-22,High Risk
INSP04113,Street Vendor,Poor Hygiene,4594,2024-04-06,Medium Risk
INSP04114,Retail,No License,1582,2025-12-17,High Risk
INSP04115,Restaurant,No License,6078,2024-03-25,High Risk
INSP04116,Street Vendor,Poor Hygiene,8464,2024-11-01,Medium Risk
INSP04117,Retail,No License,7532,2025-12-27,High Risk
INSP04118,Retail,No License,8266,2024-12-07,High Risk
INSP04119,Street Vendor,No License,6004,2025-01-25,High Risk
INSP04120,Restaurant,Poor Hygiene,864,2025-03-13,Medium Risk
INSP04121,Retail,No License,1710,2025-05-25,High Risk
INSP04122,Street Vendor,Expired Product,7728,2024-10-02,High Risk
INSP04123,Retail,Poor Hygiene,4729,2025-11-18,Medium Risk
INSP04124,Street Vendor,Expired Product,7030,2024-09-09,High Risk
INSP04125,Restaurant,No License,6409,2024-03-02,High Risk
INSP04126,Street Vendor,No License,9871,2025-12-09,High Risk
INSP04127,Restaurant,Expired Product,8800,2025-07-01,High Risk
INSP04128,Restaurant,No License,3612,2025-02-17,High Risk
INSP04129,Retail,Expired Product,1115,2025-05-12,High Risk
INSP04130,Restaurant,No License,1954,2024-09-09,High Risk
INSP04131,Retail,No License,8387,2025-10-30,High Risk
INSP04132,Retail,No License,7647,2025-10-27,High Risk
INSP04133,Retail,Expired Product,1981,2024-04-12,High Risk
INSP04134,Retail,Poor Hygiene,2789,2024-02-14,Medium Risk
INSP04135,Retail,No License,3977,2024-09-20,High Risk
INSP04136,Restaurant,No License,6162,2025-06-27,High Risk
INSP04137,Retail,No License,4161,2024-04-14,High Risk
INSP04138,Retail,Expired Product,2896,2025-10-10,High Risk
INSP04139,Street Vendor,Poor Hygiene,4001,2024-02-03,Medium Risk
INSP04140,Street Vendor,No License,916,2024-06-11,High Risk
INSP04141,Retail,No License,8658,2024-06-13,High Risk
INSP04142,Retail,Poor Hygiene,4200,2025-04-13,Medium Risk
INSP04143,Retail,No License,3742,2024-07-24,High Risk
INSP04144,Retail,Expired Product,9718,2025-06-15,High Risk
INSP04145,Restaurant,Expired Product,1361,2025-06-25,High Risk
INSP04146,Restaurant,Poor Hygiene,9398,2024-05-03,Medium Risk
INSP04147,Retail,No License,4741,2024-09-21,High Risk
INSP04148,Restaurant,No License,8442,2025-05-31,High Risk
INSP04149,Street Vendor,Expired Product,5404,2024-06-25,High Risk
INSP04150,Street Vendor,No License,3034,2024-12-16,High Risk
INSP04151,Street Vendor,No License,1385,2024-11-09,High Risk
INSP04152,Street Vendor,Poor Hygiene,6205,2025-08-10,Medium Risk
INSP04153,Restaurant,Poor Hygiene,6037,2025-12-20,Medium Risk
INSP04154,Street Vendor,Poor Hygiene,9974,2025-01-19,Medium Risk
INSP04155,Street Vendor,Poor Hygiene,7957,2024-03-01,Medium Risk
INSP04156,Retail,No License,2572,2025-08-01,High Risk
INSP04157,Retail,Poor Hygiene,3764,2024-09-16,Medium Risk
INSP04158,Retail,No License,4823,2024-04-22,High Risk
INSP04159,Retail,Expired Product,8989,2024-08-08,High Risk
INSP04160,Street Vendor,Expired Product,9515,2024-08-27,High Risk
INSP04161,Retail,Poor Hygiene,5521,2025-06-11,Medium Risk
INSP04162,Retail,No License,4029,2024-06-13,High Risk
INSP04163,Street Vendor,No License,5133,2024-06-19,High Risk
INSP04164,Restaurant,Expired Product,5797,2024-11-08,High Risk
INSP04165,Street Vendor,Poor Hygiene,5737,2024-06-22,Medium Risk
INSP04166,Restaurant,Poor Hygiene,964,2024-08-24,Medium Risk
INSP04167,Restaurant,Poor Hygiene,9249,2025-06-22,Medium Risk
INSP04168,Retail,No License,3211,2025-08-15,High Risk
INSP04169,Street Vendor,No License,7311,2025-08-05,High Risk
INSP04170,Restaurant,Poor Hygiene,2366,2025-02-07,Medium Risk
INSP04171,Restaurant,Poor Hygiene,6395,2025-08-26,Medium Risk
INSP04172,Restaurant,Expired Product,5493,2025-11-24,High Risk
INSP04173,Restaurant,Expired Product,4273,2025-02-16,High Risk
INSP04174,Street Vendor,Expired Product,1193,2024-09-18,High Risk
INSP04175,Retail,No License,1399,2025-05-10,High Risk
INSP04176,Street Vendor,Expired Product,5508,2025-03-16,High Risk
INSP04177,Restaurant,No License,9776,2025-09-01,High Risk
