CaseID,DistrictID,Date,CaseType,PatientCount,SeverityLevel
HC06652,4,4/11/2024,Food Poisoning,16,1
HC06653,9,12/11/2024,Diarrheal Disease,28,5
HC06654,25,9/3/2024,Diarrheal Disease,13,2
HC06655,3,1/11/2024,Diarrheal Disease,12,2
HC06656,4,3/15/2024,Diarrheal Disease,36,4
HC06657,5,4/14/2025,Food Poisoning,7,4
HC06658,1,8/15/2025,Typhoid,13,2
HC06659,25,12/2/2024,Diarrheal Disease,26,2
HC06660,4,3/5/2025,Typhoid,22,5
HC06661,10,6/4/2024,Diarrheal Disease,21,3
HC06662,2,10/31/2024,Typhoid,24,2
HC06663,12,3/17/2024,Typhoid,14,5
HC06664,5,3/12/2025,Food Poisoning,21,1
HC06665,5,4/15/2025,Food Poisoning,18,1
HC06666,9,5/19/2025,Food Poisoning,35,5
HC06667,20,2/18/2024,Typhoid,36,1
HC06668,7,5/20/2025,Typhoid,36,2
HC06669,20,9/22/2024,Diarrheal Disease,2,1
HC06670,14,12/22/2024,Typhoid,5,3
HC06671,19,3/11/2025,Diarrheal Disease,22,4
HC06672,4,6/7/2025,Diarrheal Disease,21,2
HC06673,23,9/21/2024,Diarrheal Disease,26,5
HC06674,21,5/14/2025,Food Poisoning,34,1
HC06675,12,6/9/2024,Food Poisoning,26,1
HC06676,23,1/4/2024,Typhoid,23,2
HC06677,2,1/29/2025,Typhoid,36,4
HC06678,4,9/5/2025,Diarrheal Disease,5,2
HC06679,3,7/14/2024,Diarrheal Disease,29,5
HC06680,1,8/21/2024,Diarrheal Disease,5,1
HC06681,3,6/12/2025,Typhoid,27,4
HC06682,5,4/30/2025,Typhoid,18,3
HC06683,22,4/8/2024,Food Poisoning,10,3
HC06684,1,5/23/2025,Food Poisoning,39,2
HC06685,13,12/4/2025,Typhoid,9,1
HC06686,19,3/30/2025,Typhoid,12,2
HC06687,25,10/27/2025,Food Poisoning,5,4
HC06688,19,11/11/2024,Food Poisoning,25,5
HC06689,21,6/25/2025,Food Poisoning,7,3
HC06690,15,10/14/2024,Food Poisoning,11,3
HC06691,22,10/31/2025,Typhoid,16,2
HC06692,16,10/28/2025,Typhoid,27,1
HC06693,11,4/12/2025,Diarrheal Disease,36,3
HC06694,22,9/23/2024,Diarrheal Disease,9,3
HC06695,4,10/20/2025,Food Poisoning,23,4
HC06696,20,11/23/2025,Diarrheal Disease,30,4
HC06697,23,4/24/2024,Food Poisoning,10,3
HC06698,4,7/31/2024,Food Poisoning,19,3
HC06699,12,12/25/2025,Food Poisoning,34,4
HC06700,15,2/24/2024,Diarrheal Disease,2,1
HC06701,23,11/9/2025,Diarrheal Disease,13,2
HC06702,19,7/14/2024,Food Poisoning,14,5
HC06703,6,2/5/2025,Typhoid,32,5
HC06704,25,9/12/2024,Typhoid,12,2
HC06705,21,8/29/2024,Food Poisoning,13,2
HC06706,5,10/28/2025,Food Poisoning,30,4
HC06707,15,4/28/2024,Typhoid,23,2
HC06708,4,4/1/2025,Food Poisoning,32,3
HC06709,1,5/21/2024,Diarrheal Disease,29,5
HC06710,6,5/7/2025,Food Poisoning,17,3
HC06711,13,7/20/2024,Typhoid,32,4
HC06712,6,4/27/2024,Diarrheal Disease,31,1
HC06713,20,2/12/2024,Typhoid,17,3
HC06714,25,12/11/2024,Food Poisoning,38,3
HC06715,21,7/18/2025,Food Poisoning,17,4
HC06716,13,6/25/2025,Diarrheal Disease,27,3
HC06717,15,7/31/2024,Diarrheal Disease,13,3
HC06718,13,11/6/2025,Typhoid,8,3
HC06719,1,2/24/2025,Diarrheal Disease,21,3
HC06720,23,7/21/2024,Food Poisoning,14,1
HC06721,13,6/7/2025,Diarrheal Disease,35,5
HC06722,12,3/3/2025,Diarrheal Disease,33,3
HC06723,7,5/20/2024,Typhoid,23,5
HC06724,13,2/2/2024,Typhoid,19,3
HC06725,14,9/29/2024,Typhoid,28,2
HC06726,14,5/9/2025,Food Poisoning,37,5
HC06727,20,3/15/2024,Food Poisoning,3,5
HC06728,12,2/18/2025,Typhoid,25,4
HC06729,7,1/2/2024,Typhoid,18,5
HC06730,9,1/4/2024,Diarrheal Disease,14,4
HC06731,25,12/28/2025,Typhoid,39,1
HC06732,19,7/25/2024,Diarrheal Disease,7,4
HC06733,14,10/20/2025,Diarrheal Disease,39,4
HC06734,7,3/13/2025,Diarrheal Disease,33,5
HC06735,26,7/12/2025,Food Poisoning,23,4
HC06736,7,5/6/2025,Diarrheal Disease,11,2
HC06737,21,5/17/2024,Diarrheal Disease,16,4
HC06738,25,6/27/2025,Typhoid,12,5
HC06739,13,8/2/2025,Diarrheal Disease,25,2
HC06740,13,8/11/2024,Typhoid,24,4
HC06741,16,7/7/2024,Typhoid,32,2
HC06742,10,12/15/2024,Food Poisoning,18,3
HC06743,13,4/2/2025,Typhoid,38,5
HC06744,3,8/28/2025,Diarrheal Disease,32,1
HC06745,25,10/23/2025,Diarrheal Disease,7,2
HC06746,22,8/8/2024,Diarrheal Disease,33,1
HC06747,21,12/3/2024,Food Poisoning,38,3
HC06748,1,3/2/2024,Typhoid,2,1
HC06749,7,10/12/2025,Diarrheal Disease,33,1
HC06750,10,10/11/2025,Diarrheal Disease,35,3
HC06751,21,5/20/2024,Diarrheal Disease,30,5
HC06752,25,9/27/2025,Diarrheal Disease,9,1
HC06753,6,3/30/2024,Typhoid,33,5
HC06754,18,5/14/2025,Diarrheal Disease,20,5
HC06755,9,4/3/2024,Food Poisoning,32,1
HC06756,13,10/15/2024,Typhoid,4,2
HC06757,25,11/15/2024,Diarrheal Disease,6,4
HC06758,21,11/30/2025,Diarrheal Disease,29,5
HC06759,16,8/23/2025,Diarrheal Disease,23,5
HC06760,25,9/23/2025,Typhoid,24,2
HC06761,11,9/16/2024,Food Poisoning,14,2
HC06762,4,7/29/2025,Diarrheal Disease,37,1
HC06763,15,12/22/2024,Food Poisoning,38,3
HC06764,1,12/5/2024,Diarrheal Disease,3,1
HC06765,6,3/12/2025,Food Poisoning,37,5
HC06766,14,7/30/2024,Typhoid,38,4
HC06767,13,7/7/2025,Typhoid,8,2
HC06768,1,12/1/2025,Food Poisoning,26,4
HC06769,7,3/3/2024,Diarrheal Disease,4,1
HC06770,6,3/21/2025,Food Poisoning,14,5
HC06771,10,1/25/2025,Food Poisoning,10,1
HC06772,9,12/14/2024,Typhoid,34,4
HC06773,20,2/28/2024,Diarrheal Disease,37,1
HC06774,9,12/8/2025,Typhoid,32,1
HC06775,6,11/24/2024,Diarrheal Disease,2,4
HC06776,16,3/21/2024,Food Poisoning,15,4
HC06777,14,11/22/2024,Diarrheal Disease,22,2
HC06778,6,9/23/2025,Food Poisoning,4,2
HC06779,17,9/13/2025,Diarrheal Disease,7,2
HC06780,20,1/7/2025,Food Poisoning,34,2
HC06781,11,4/3/2024,Typhoid,32,3
HC06782,8,10/1/2024,Typhoid,12,2
HC06783,24,4/17/2025,Food Poisoning,9,1
HC06784,22,7/27/2025,Food Poisoning,18,1
HC06785,25,7/9/2025,Typhoid,21,3
HC06786,9,9/13/2024,Typhoid,4,1
HC06787,14,1/27/2024,Food Poisoning,5,5
HC06788,6,9/13/2025,Food Poisoning,6,2
HC06789,10,12/29/2024,Diarrheal Disease,14,3
HC06790,23,6/2/2024,Typhoid,8,1
HC06791,19,6/15/2024,Typhoid,27,3
HC06792,19,10/8/2025,Typhoid,23,2
HC06793,1,12/17/2025,Typhoid,39,5
HC06794,12,5/4/2024,Typhoid,6,3
HC06795,9,3/22/2025,Typhoid,39,4
HC06796,14,6/28/2024,Food Poisoning,18,5
HC06797,5,12/19/2024,Diarrheal Disease,36,3
HC06798,11,7/13/2024,Food Poisoning,28,2
HC06799,4,3/1/2025,Food Poisoning,23,1
HC06800,12,6/5/2024,Typhoid,31,1
HC06801,23,6/9/2024,Diarrheal Disease,23,3
HC06802,14,11/29/2025,Typhoid,20,4
HC06803,7,1/29/2024,Typhoid,37,5
HC06804,25,6/8/2024,Food Poisoning,39,4
HC06805,23,1/17/2025,Food Poisoning,38,4
HC06806,18,1/21/2025,Food Poisoning,32,3
HC06807,26,4/3/2025,Typhoid,34,3
HC06808,24,7/1/2024,Typhoid,19,3
HC06809,3,8/18/2024,Typhoid,22,2
HC06810,24,1/19/2024,Food Poisoning,10,4
HC06811,14,11/5/2025,Diarrheal Disease,14,2
HC06812,26,4/7/2025,Diarrheal Disease,24,3
HC06813,14,5/31/2025,Typhoid,29,1
HC06814,14,1/25/2024,Typhoid,34,4
HC06815,22,10/2/2025,Typhoid,28,1
HC06816,7,10/21/2024,Typhoid,4,4
HC06817,22,8/17/2025,Typhoid,38,2
HC06818,6,7/24/2025,Food Poisoning,30,2
HC06819,18,5/9/2025,Food Poisoning,8,2
HC06820,16,10/20/2024,Food Poisoning,38,5
HC06821,21,8/29/2024,Food Poisoning,21,5
HC06822,11,10/22/2025,Typhoid,27,5
HC06823,6,11/4/2025,Typhoid,12,1
HC06824,13,7/13/2024,Typhoid,17,3
HC06825,20,11/28/2024,Food Poisoning,30,2
HC06826,6,7/9/2024,Food Poisoning,23,3
HC06827,10,11/24/2024,Diarrheal Disease,12,2
HC06828,11,7/27/2025,Food Poisoning,31,4
HC06829,16,9/23/2025,Typhoid,7,5
HC06830,2,2/20/2025,Diarrheal Disease,19,1
HC06831,21,1/12/2024,Food Poisoning,3,4
HC06832,20,3/26/2024,Food Poisoning,17,5
HC06833,14,1/25/2025,Food Poisoning,5,3
HC06834,7,5/31/2024,Typhoid,14,1
HC06835,5,8/31/2025,Diarrheal Disease,33,1
HC06836,16,4/27/2024,Food Poisoning,34,1
HC06837,12,3/12/2025,Diarrheal Disease,21,1
HC06838,9,1/24/2024,Diarrheal Disease,25,3
HC06839,10,9/16/2025,Food Poisoning,28,5
HC06840,16,10/30/2024,Food Poisoning,18,1
HC06841,9,4/7/2024,Typhoid,37,5
HC06842,3,5/22/2024,Typhoid,14,4
HC06843,8,9/3/2025,Typhoid,18,4
HC06844,22,12/5/2025,Food Poisoning,37,3
HC06845,21,6/9/2024,Diarrheal Disease,13,1
HC06846,9,1/6/2024,Typhoid,36,5
HC06847,14,1/15/2025,Diarrheal Disease,17,5
HC06848,18,1/24/2025,Diarrheal Disease,10,5
HC06849,4,10/26/2024,Diarrheal Disease,8,3
HC06850,22,3/8/2025,Diarrheal Disease,27,1
HC06851,3,5/26/2025,Diarrheal Disease,26,4
HC06852,6,2/21/2024,Typhoid,15,2
HC06853,16,11/30/2024,Food Poisoning,30,1
HC06854,13,9/18/2025,Food Poisoning,7,4
HC06855,8,4/10/2025,Diarrheal Disease,22,1
HC06856,13,4/23/2024,Food Poisoning,32,4
HC06857,8,7/30/2024,Diarrheal Disease,33,1
HC06858,3,1/3/2025,Diarrheal Disease,32,2
HC06859,6,3/11/2024,Food Poisoning,9,4
HC06860,8,9/7/2025,Food Poisoning,8,4
HC06861,8,3/26/2025,Diarrheal Disease,6,1
HC06862,13,9/21/2024,Diarrheal Disease,19,3
HC06863,11,5/20/2025,Typhoid,7,2
HC06864,2,8/21/2025,Diarrheal Disease,22,4
HC06865,15,4/23/2024,Diarrheal Disease,38,5
HC06866,10,7/5/2024,Typhoid,16,5
HC06867,9,2/28/2025,Diarrheal Disease,7,5
HC06868,10,1/19/2025,Food Poisoning,23,4
HC06869,23,1/27/2025,Diarrheal Disease,31,4
HC06870,17,7/29/2024,Typhoid,4,3
HC06871,18,1/15/2025,Typhoid,9,3
HC06872,3,11/18/2025,Typhoid,37,5
HC06873,14,9/25/2025,Typhoid,26,1
HC06874,22,2/17/2025,Typhoid,1,3
HC06875,23,6/19/2025,Food Poisoning,37,3
HC06876,13,9/4/2025,Food Poisoning,12,3
HC06877,7,7/16/2024,Diarrheal Disease,23,4
HC06878,18,1/1/2025,Food Poisoning,24,2
HC06879,24,5/12/2024,Diarrheal Disease,19,4
HC06880,2,1/13/2024,Diarrheal Disease,6,4
HC06881,23,3/2/2025,Diarrheal Disease,27,1
HC06882,24,3/2/2024,Typhoid,24,4
HC06883,18,12/7/2025,Food Poisoning,4,4
HC06884,20,8/23/2024,Typhoid,27,2
HC06885,14,9/30/2024,Food Poisoning,11,5
HC06886,23,9/30/2025,Typhoid,3,2
HC06887,20,9/2/2025,Food Poisoning,16,5
HC06888,21,7/30/2024,Food Poisoning,24,4
HC06889,23,6/20/2024,Food Poisoning,14,5
HC06890,21,9/28/2025,Diarrheal Disease,5,1
HC06891,4,4/16/2024,Typhoid,7,1
HC06892,23,6/23/2024,Food Poisoning,19,5
HC06893,20,9/27/2024,Diarrheal Disease,4,5
HC06894,7,1/26/2025,Food Poisoning,8,2
HC06895,24,2/28/2024,Food Poisoning,31,4
HC06896,20,10/10/2024,Diarrheal Disease,10,3
HC06897,20,4/6/2024,Food Poisoning,39,5
HC06898,25,8/14/2025,Typhoid,39,3
HC06899,25,12/21/2025,Food Poisoning,28,5
HC06900,11,7/16/2024,Food Poisoning,36,2
HC06901,9,11/30/2025,Diarrheal Disease,7,5
HC06902,17,9/14/2025,Typhoid,30,5
HC06903,23,6/6/2025,Typhoid,14,2
HC06904,22,1/24/2025,Diarrheal Disease,36,2
HC06905,17,4/5/2025,Diarrheal Disease,13,4
HC06906,13,1/14/2025,Typhoid,21,2
HC06907,18,10/22/2025,Typhoid,35,2
HC06908,24,10/18/2025,Typhoid,27,1
HC06909,12,7/30/2025,Diarrheal Disease,37,3
HC06910,17,7/2/2025,Food Poisoning,11,3
HC06911,20,2/1/2025,Diarrheal Disease,22,3
HC06912,26,3/8/2024,Typhoid,2,5
HC06913,22,12/27/2025,Food Poisoning,6,1
HC06914,11,7/22/2025,Diarrheal Disease,10,3
HC06915,22,12/24/2025,Typhoid,23,1
HC06916,19,11/17/2024,Diarrheal Disease,37,3
HC06917,24,6/19/2024,Food Poisoning,34,3
HC06918,4,7/25/2024,Typhoid,21,2
HC06919,22,10/28/2025,Typhoid,22,3
HC06920,11,12/30/2024,Diarrheal Disease,20,1
HC06921,15,1/1/2025,Food Poisoning,32,1
HC06922,1,2/12/2024,Typhoid,32,1
HC06923,14,4/25/2024,Typhoid,18,1
HC06924,23,10/6/2024,Typhoid,6,3
HC06925,7,11/27/2025,Food Poisoning,31,3
HC06926,18,4/3/2025,Typhoid,18,1
HC06927,19,5/7/2024,Typhoid,15,4
HC06928,24,10/2/2025,Typhoid,17,3
HC06929,15,2/17/2025,Typhoid,28,3
HC06930,18,9/27/2025,Food Poisoning,32,2
HC06931,23,6/21/2025,Diarrheal Disease,20,5
HC06932,24,8/11/2025,Diarrheal Disease,23,3
HC06933,4,6/23/2024,Typhoid,34,2
HC06934,17,1/22/2025,Typhoid,34,4
HC06935,11,3/6/2024,Diarrheal Disease,20,2
HC06936,2,2/1/2025,Typhoid,20,3
HC06937,26,12/14/2025,Typhoid,17,1
HC06938,7,8/5/2025,Diarrheal Disease,23,1
HC06939,16,4/8/2024,Typhoid,1,5
HC06940,17,1/20/2025,Food Poisoning,4,2
HC06941,9,11/3/2025,Typhoid,27,1
HC06942,20,9/21/2025,Food Poisoning,10,5
HC06943,6,9/13/2024,Food Poisoning,39,1
HC06944,12,5/31/2024,Typhoid,25,4
HC06945,21,7/8/2025,Diarrheal Disease,27,3
HC06946,23,11/2/2024,Typhoid,10,2
HC06947,19,11/7/2025,Food Poisoning,6,5
HC06948,10,11/19/2024,Typhoid,15,5
HC06949,5,2/4/2024,Diarrheal Disease,29,3
HC06950,16,10/2/2025,Food Poisoning,27,5
HC06951,6,8/26/2024,Typhoid,10,1
HC06952,22,9/16/2024,Diarrheal Disease,13,4
HC06953,1,11/28/2024,Food Poisoning,10,2
HC06954,10,11/24/2025,Typhoid,15,5
HC06955,21,1/30/2025,Diarrheal Disease,12,3
HC06956,15,11/25/2024,Food Poisoning,12,5
HC06957,15,5/1/2024,Diarrheal Disease,34,5
HC06958,13,3/18/2024,Typhoid,35,3
HC06959,23,5/7/2025,Typhoid,10,4
HC06960,22,10/2/2025,Food Poisoning,38,1
HC06961,13,1/8/2025,Typhoid,31,2
HC06962,10,4/28/2025,Food Poisoning,39,2
HC06963,6,4/18/2024,Typhoid,14,3
HC06964,10,5/19/2025,Food Poisoning,6,4
HC06965,14,9/8/2025,Food Poisoning,7,3
HC06966,1,7/5/2025,Diarrheal Disease,8,1
HC06967,18,12/23/2025,Typhoid,25,3
HC06968,8,2/17/2024,Food Poisoning,19,1
HC06969,13,4/20/2025,Food Poisoning,33,2
HC06970,22,5/12/2025,Typhoid,32,3
HC06971,10,12/23/2025,Diarrheal Disease,22,3
HC06972,4,2/19/2024,Food Poisoning,28,5
HC06973,5,7/11/2025,Diarrheal Disease,23,2
HC06974,19,7/28/2024,Typhoid,18,3
HC06975,12,6/23/2025,Diarrheal Disease,28,4
HC06976,14,9/6/2025,Food Poisoning,2,5
HC06977,26,4/20/2024,Diarrheal Disease,6,3
HC06978,15,2/14/2025,Diarrheal Disease,5,5
HC06979,21,11/14/2024,Food Poisoning,30,5
HC06980,12,1/22/2025,Diarrheal Disease,9,2
HC06981,22,10/5/2025,Diarrheal Disease,11,5
HC06982,5,10/11/2025,Typhoid,23,4
HC06983,20,4/6/2025,Food Poisoning,29,3
HC06984,22,8/23/2024,Typhoid,25,3
HC06985,3,3/6/2025,Typhoid,39,1
HC06986,22,9/7/2025,Diarrheal Disease,32,1
HC06987,18,8/24/2025,Food Poisoning,38,4
HC06988,21,9/24/2025,Diarrheal Disease,14,5
HC06989,6,8/16/2024,Food Poisoning,17,3
HC06990,8,9/7/2024,Diarrheal Disease,17,2
HC06991,2,9/11/2025,Typhoid,24,2
HC06992,3,4/20/2024,Food Poisoning,35,5
HC06993,5,8/4/2025,Diarrheal Disease,11,5
HC06994,10,6/5/2024,Typhoid,27,2
HC06995,2,9/11/2024,Diarrheal Disease,11,3
HC06996,11,8/23/2024,Typhoid,38,5
HC06997,20,9/24/2025,Typhoid,25,2
HC06998,13,3/31/2024,Food Poisoning,7,5
HC06999,5,8/6/2024,Diarrheal Disease,13,3
HC07000,26,9/10/2024,Food Poisoning,25,4
HC07001,17,6/22/2024,Diarrheal Disease,12,1
HC07002,12,12/24/2025,Diarrheal Disease,34,1
HC07003,19,8/2/2025,Diarrheal Disease,18,1
HC07004,12,8/14/2024,Diarrheal Disease,7,5
HC07005,2,9/5/2025,Diarrheal Disease,1,4
HC07006,12,11/1/2024,Diarrheal Disease,30,5
HC07007,3,7/10/2025,Food Poisoning,34,5
HC07008,13,5/16/2024,Typhoid,30,4
HC07009,23,1/4/2024,Typhoid,38,1
HC07010,25,8/28/2024,Food Poisoning,30,3
HC07011,15,6/27/2024,Diarrheal Disease,19,5
HC07012,12,12/27/2024,Food Poisoning,21,2
HC07013,4,9/4/2025,Diarrheal Disease,31,5
HC07014,14,8/20/2024,Food Poisoning,23,4
HC07015,19,7/14/2024,Diarrheal Disease,31,5
HC07016,17,9/29/2024,Food Poisoning,3,1
HC07017,14,3/1/2024,Food Poisoning,33,3
HC07018,20,2/26/2024,Food Poisoning,28,4
HC07019,18,1/15/2025,Diarrheal Disease,35,5
HC07020,18,8/13/2025,Food Poisoning,5,4
HC07021,2,2/20/2025,Diarrheal Disease,19,4
HC07022,5,12/26/2025,Diarrheal Disease,8,5
HC07023,23,11/26/2025,Typhoid,18,5
HC07024,19,9/22/2024,Food Poisoning,30,5
HC07025,4,2/5/2025,Typhoid,30,2
HC07026,12,11/18/2024,Food Poisoning,9,3
HC07027,2,11/10/2024,Diarrheal Disease,38,3
HC07028,6,10/21/2024,Food Poisoning,19,5
HC07029,12,1/10/2024,Typhoid,26,3
HC07030,20,1/31/2024,Diarrheal Disease,28,1
HC07031,5,11/11/2025,Food Poisoning,32,4
HC07032,18,5/4/2025,Diarrheal Disease,18,3
HC07033,3,3/15/2025,Food Poisoning,31,2
HC07034,2,11/17/2025,Typhoid,12,5
HC07035,20,7/27/2025,Food Poisoning,33,4
HC07036,2,7/23/2025,Food Poisoning,23,1
HC07037,18,7/3/2025,Diarrheal Disease,5,1
HC07038,18,12/11/2025,Food Poisoning,20,2
HC07039,3,3/8/2024,Typhoid,14,2
HC07040,20,5/31/2025,Typhoid,26,2
HC07041,6,5/28/2025,Food Poisoning,21,4
HC07042,24,1/22/2024,Typhoid,2,2
HC07043,17,12/4/2024,Diarrheal Disease,5,1
HC07044,6,4/2/2025,Diarrheal Disease,33,3
HC07045,16,3/26/2024,Diarrheal Disease,12,1
HC07046,14,5/11/2024,Food Poisoning,29,5
HC07047,10,8/16/2025,Food Poisoning,2,3
HC07048,15,12/11/2024,Diarrheal Disease,17,2
HC07049,7,4/23/2025,Typhoid,27,3
HC07050,15,11/22/2024,Food Poisoning,4,1
HC07051,24,12/31/2024,Typhoid,5,3
HC07052,7,6/8/2024,Typhoid,13,1
HC07053,4,11/3/2025,Diarrheal Disease,29,2
HC07054,15,10/29/2025,Typhoid,25,2
HC07055,14,7/7/2024,Typhoid,35,3
HC07056,26,11/14/2025,Diarrheal Disease,2,3
HC07057,1,5/11/2024,Typhoid,17,4
HC07058,10,2/27/2024,Typhoid,8,5
HC07059,20,10/4/2024,Diarrheal Disease,5,5
HC07060,20,9/13/2025,Food Poisoning,17,2
HC07061,20,11/12/2025,Typhoid,28,1
HC07062,12,1/26/2024,Diarrheal Disease,21,5
HC07063,1,7/31/2025,Diarrheal Disease,16,1
HC07064,26,5/31/2025,Food Poisoning,30,2
HC07065,18,4/14/2025,Typhoid,31,4
HC07066,17,3/30/2025,Food Poisoning,4,3
HC07067,6,4/15/2025,Typhoid,4,3
HC07068,18,3/9/2024,Diarrheal Disease,21,3
HC07069,1,5/22/2025,Food Poisoning,37,4
HC07070,2,10/17/2024,Typhoid,4,4
HC07071,2,10/17/2024,Food Poisoning,33,1
HC07072,24,7/25/2024,Typhoid,11,1
HC07073,21,2/17/2025,Diarrheal Disease,28,5
HC07074,5,6/30/2025,Diarrheal Disease,24,1
HC07075,23,4/22/2025,Typhoid,25,5
HC07076,6,11/22/2025,Food Poisoning,14,4
HC07077,16,7/31/2025,Diarrheal Disease,21,2
HC07078,17,3/24/2024,Food Poisoning,37,1
HC07079,11,2/26/2025,Diarrheal Disease,20,4
HC07080,25,12/13/2025,Diarrheal Disease,23,1
HC07081,8,5/14/2025,Diarrheal Disease,38,4
HC07082,23,4/6/2025,Typhoid,9,4
HC07083,9,6/7/2025,Typhoid,14,4
HC07084,20,8/3/2024,Food Poisoning,16,5
HC07085,11,5/18/2025,Typhoid,4,3
HC07086,9,7/15/2025,Typhoid,29,4
HC07087,6,4/7/2025,Food Poisoning,33,3
HC07088,22,7/24/2024,Typhoid,35,4
HC07089,8,5/12/2024,Food Poisoning,32,4
HC07090,16,5/29/2024,Typhoid,31,5
HC07091,14,10/4/2024,Food Poisoning,1,1
HC07092,22,11/29/2024,Typhoid,4,1
HC07093,18,4/9/2024,Typhoid,26,3
HC07094,4,7/1/2025,Food Poisoning,34,5
HC07095,24,5/6/2024,Diarrheal Disease,16,1
HC07096,5,3/22/2024,Food Poisoning,18,4
HC07097,14,11/8/2024,Food Poisoning,8,2
HC07098,24,10/5/2024,Diarrheal Disease,35,1
HC07099,4,3/27/2025,Diarrheal Disease,29,1
HC07100,25,6/28/2025,Typhoid,21,1
HC07101,12,8/14/2025,Diarrheal Disease,3,3
HC07102,19,4/9/2024,Food Poisoning,28,4
HC07103,4,12/9/2024,Diarrheal Disease,12,3
HC07104,6,2/15/2025,Diarrheal Disease,10,5
HC07105,6,11/17/2024,Typhoid,30,3
HC07106,9,7/23/2025,Food Poisoning,29,1
HC07107,13,12/31/2024,Food Poisoning,37,4
HC07108,20,12/20/2024,Diarrheal Disease,15,3
HC07109,17,3/6/2025,Diarrheal Disease,9,2
HC07110,13,1/23/2024,Diarrheal Disease,35,1
HC07111,22,10/3/2025,Typhoid,33,1
HC07112,16,12/9/2025,Diarrheal Disease,1,5
HC07113,10,9/3/2024,Diarrheal Disease,33,4
HC07114,2,7/5/2024,Food Poisoning,17,5
HC07115,4,5/28/2025,Food Poisoning,11,4
HC07116,18,3/30/2025,Diarrheal Disease,10,4
HC07117,19,2/15/2025,Diarrheal Disease,29,3
HC07118,17,5/7/2025,Typhoid,18,2
HC07119,11,12/19/2024,Diarrheal Disease,19,5
HC07120,13,8/2/2024,Diarrheal Disease,32,4
HC07121,24,2/2/2024,Diarrheal Disease,8,3
HC07122,13,9/24/2024,Diarrheal Disease,33,1
HC07123,11,2/26/2025,Typhoid,22,2
HC07124,24,10/3/2025,Typhoid,27,1
HC07125,11,1/2/2025,Food Poisoning,20,4
HC07126,6,5/24/2025,Food Poisoning,37,1
HC07127,17,3/17/2025,Diarrheal Disease,9,2
HC07128,24,10/3/2025,Diarrheal Disease,17,1
HC07129,5,3/1/2025,Diarrheal Disease,20,3
HC07130,18,7/28/2025,Typhoid,22,1
HC07131,15,8/28/2025,Typhoid,22,3
HC07132,20,1/30/2024,Diarrheal Disease,5,1
HC07133,19,4/5/2025,Typhoid,18,2
HC07134,17,6/22/2024,Diarrheal Disease,10,3
HC07135,25,3/24/2025,Typhoid,16,5
HC07136,23,1/14/2025,Food Poisoning,19,4
HC07137,15,1/21/2025,Diarrheal Disease,21,2
HC07138,9,9/21/2025,Typhoid,16,4
HC07139,3,11/22/2024,Typhoid,29,3
HC07140,24,4/23/2025,Food Poisoning,17,4
HC07141,12,1/21/2024,Diarrheal Disease,34,2
HC07142,16,1/6/2024,Typhoid,39,3
HC07143,8,11/13/2024,Food Poisoning,37,2
HC07144,13,5/3/2025,Diarrheal Disease,32,4
HC07145,9,11/12/2024,Food Poisoning,10,3
HC07146,10,2/3/2025,Diarrheal Disease,1,4
HC07147,12,11/8/2025,Typhoid,30,5
HC07148,9,1/4/2025,Food Poisoning,6,5
HC07149,17,7/3/2025,Diarrheal Disease,25,4
HC07150,25,9/12/2024,Typhoid,15,4
HC07151,4,4/7/2025,Food Poisoning,24,2
HC07152,24,5/29/2025,Diarrheal Disease,8,2
HC07153,11,5/13/2024,Typhoid,18,3
HC07154,22,4/14/2024,Diarrheal Disease,19,4
HC07155,14,5/4/2024,Diarrheal Disease,6,1
HC07156,15,10/25/2024,Typhoid,37,5
HC07157,7,4/7/2024,Food Poisoning,6,5
HC07158,20,11/8/2025,Diarrheal Disease,39,5
HC07159,18,3/11/2025,Food Poisoning,39,1
HC07160,17,11/15/2025,Typhoid,33,5
HC07161,22,4/11/2024,Typhoid,6,2
HC07162,9,8/14/2024,Typhoid,21,5
HC07163,18,2/4/2024,Typhoid,25,1
HC07164,23,5/11/2025,Diarrheal Disease,25,3
HC07165,4,9/11/2024,Diarrheal Disease,29,1
HC07166,23,7/4/2024,Food Poisoning,8,1
HC07167,26,6/14/2024,Food Poisoning,31,1
HC07168,4,9/18/2024,Typhoid,15,1
HC07169,14,7/4/2025,Diarrheal Disease,25,4
HC07170,23,1/8/2024,Typhoid,9,5
HC07171,26,6/1/2025,Typhoid,23,5
HC07172,25,12/7/2024,Food Poisoning,26,2
HC07173,9,11/28/2024,Diarrheal Disease,7,3
HC07174,17,2/13/2025,Food Poisoning,32,1
HC07175,26,9/15/2024,Typhoid,33,1
HC07176,23,2/6/2025,Typhoid,29,5
HC07177,17,9/24/2025,Typhoid,22,2
HC07178,8,7/12/2024,Food Poisoning,27,5
HC07179,6,10/18/2024,Food Poisoning,19,3
HC07180,7,12/7/2024,Typhoid,8,2
HC07181,11,10/28/2024,Typhoid,39,1
HC07182,19,8/4/2025,Diarrheal Disease,10,3
HC07183,12,10/17/2025,Food Poisoning,23,3
HC07184,2,5/5/2024,Typhoid,22,3
HC07185,16,6/25/2024,Food Poisoning,17,5
HC07186,24,6/23/2025,Diarrheal Disease,19,5
HC07187,7,12/25/2024,Food Poisoning,11,2
HC07188,1,2/2/2025,Diarrheal Disease,13,3
